userId,itemId,rating
0,72,3.7
1,72,8.21
2,19,-5.98
2,35,-4.47
2,72,1.59
2,105,4.63
3,19,-5.41
3,21,-4.59
3,26,3.98
3,29,4.07
3,32,4.15
3,35,0.0
3,36,0.0
3,38,0.0
3,42,0.0
3,49,5.69
3,50,-4.15
3,53,4.11
3,62,5.16
3,65,3.78
3,68,4.59
3,69,-4.43
3,72,5.81
3,74,0.0
3,81,-5.77
3,84,0.0
3,87,0.0
3,89,-5.08
3,91,4.47
3,92,0.0
3,94,0.0
3,96,0.0
3,97,4.76
3,104,5.0
3,105,-5.28
3,106,5.85
3,107,5.12
3,118,0.0
3,119,0.0
3,125,4.67
3,126,-5.37
3,127,5.28
3,132,4.59
3,137,0.0
3,144,0.0
3,145,0.0
3,151,5.61
3,152,-4.51
3,153,0.0
3,154,0.0
3,156,0.0
3,157,5.93
3,158,4.19
4,19,-7.72
4,32,0.0
4,35,0.0
4,36,0.0
4,50,0.0
4,53,0.0
4,54,0.0
4,72,4.43
4,104,0.0
4,105,0.0
4,129,0.0
4,154,0.0
4,158,0.0
5,19,4.39
5,23,1.67
5,32,4.43
5,36,4.19
5,49,5.08
5,50,2.48
5,53,9.41
5,58,-4.19
5,62,9.67
5,63,3.9
5,68,9.21
5,69,-4.17
5,70,1.71
5,72,6.38
5,89,3.39
5,104,6.18
5,105,-3.48
5,106,8.11
5,107,4.94
5,108,3.98
5,114,4.49
5,126,3.9
5,127,5.55
5,129,3.96
5,131,-3.09
5,132,0.0
5,138,0.0
5,150,3.19
5,152,0.0
5,153,3.41
5,155,-2.32
5,157,0.0
5,158,2.93
6,7,-4.45
6,8,7.54
6,13,-9.65
6,15,-7.26
6,16,7.83
6,17,-8.19
6,18,0.0
6,19,0.0
6,21,9.9
6,22,-5.26
6,23,3.35
6,25,2.87
6,26,4.86
6,28,-7.99
6,29,0.0
6,30,2.87
6,32,-9.17
6,33,-7.34
6,34,-6.36
6,35,0.0
6,36,-5.1
6,37,9.57
6,39,-6.44
6,40,1.85
6,41,8.96
6,42,0.0
6,44,-9.78
6,45,0.0
6,46,2.54
6,47,0.79
6,48,0.0
6,49,0.39
6,50,-6.52
6,53,-4.82
6,54,0.0
6,55,0.0
6,56,-2.78
6,57,0.0
6,58,-9.04
6,59,3.07
6,60,2.74
6,62,0.87
6,63,0.91
6,64,-6.81
6,65,8.43
6,68,-1.85
6,69,0.0
6,70,0.0
6,71,8.6
6,72,0.0
6,75,-5.83
6,77,-1.57
6,78,-2.05
6,79,-3.8
6,81,5.06
6,82,-3.9
6,83,-4.65
6,85,9.17
6,86,-2.46
6,87,-4.57
6,88,0.0
6,93,-5.79
6,96,0.0
6,97,6.16
6,98,-8.43
6,101,-9.78
6,103,-15.94
6,104,4.86
6,105,-1.32
6,107,-7.91
6,108,2.78
6,109,2.95
6,110,0.0
6,111,0.0
6,112,5.1
6,113,-3.39
6,114,-5.67
6,115,-3.35
6,117,0.67
6,118,-5.47
6,119,-9.25
6,120,-2.3
6,121,2.66
6,122,0.0
6,123,8.92
6,125,-8.56
6,126,1.24
6,127,-1.4
6,128,-1.57
6,129,0.0
6,130,5.1
6,131,2.54
6,132,1.69
6,134,4.41
6,135,-8.88
6,136,2.4
6,138,19.78
6,142,-9.04
6,143,1.61
6,144,-3.23
6,148,0.0
6,149,-1.97
6,150,1.89
6,151,0.0
6,152,0.0
6,153,7.38
6,154,3.19
6,155,-9.33
6,156,-7.26
6,157,-9.13
6,158,-8.19
7,15,1.71
7,19,6.63
7,21,5.61
7,32,2.22
7,35,6.0
7,48,0.0
7,53,1.16
7,62,7.66
7,65,5.14
7,68,6.73
7,72,3.58
7,78,1.54
7,83,-2.91
7,87,3.58
7,97,2.89
7,104,5.47
7,105,7.05
7,106,6.57
7,107,2.58
7,114,4.82
7,125,4.21
7,126,4.04
7,127,6.28
7,129,0.0
7,132,5.41
7,138,0.0
7,148,2.78
7,149,3.98
7,151,2.22
7,152,6.08
7,153,10.0
7,156,6.3
7,157,4.11
7,158,8.25
8,19,7.68
8,35,8.5
8,72,7.15
8,105,7.2
8,129,8.09
9,19,-2.74
9,35,4.78
9,50,-7.22
9,53,-2.05
9,69,-8.6
9,72,2.66
9,94,-3.92
9,105,5.96
9,107,-3.68
9,117,8.6
9,127,-2.09
9,132,-3.72
9,158,-3.68
10,19,-7.73
10,21,4.47
10,26,5.67
10,35,-4.89
10,50,-6.6
10,72,0.5
10,98,5.18
10,104,-5.96
10,105,-1.28
10,125,2.77
10,132,10.0
10,154,2.34
10,158,-2.34
11,19,3.5
11,35,-6.71
11,53,-2.72
11,72,8.94
11,129,7.24
12,19,-2.72
12,49,1.26
12,72,0.89
12,89,0.0
12,105,-3.09
13,19,3.62
13,72,4.8
13,89,3.58
14,19,-5.75
15,19,5.12
15,32,4.33
15,53,7.5
15,62,8.92
15,68,7.9
15,72,4.61
15,89,2.78
15,104,5.59
15,105,0.0
16,19,3.83
16,32,0.0
16,72,6.81
16,89,6.22
17,19,3.62
17,72,10.0
18,19,-1.13
18,32,5.67
18,35,1.42
18,62,-0.85
18,68,5.6
18,72,5.67
18,89,7.23
18,105,5.67
19,19,0.0
19,35,0.0
19,72,0.0
19,105,0.0
19,127,0.0
20,19,2.46
20,35,5.31
20,72,6.68
20,129,7.39
21,19,-10.0
21,72,3.62
22,19,0.81
22,72,1.14
22,105,0.47
22,127,2.83
23,18,1.5
23,19,7.72
23,35,3.35
23,36,6.38
23,66,4.98
23,72,-4.84
23,105,4.78
23,107,4.41
23,112,2.64
23,127,0.0
23,128,-2.62
23,138,5.85
23,155,4.39
23,156,-2.52
23,158,-1.46
24,19,2.68
24,32,2.36
24,62,0.0
24,68,7.28
24,72,3.01
24,104,3.5
24,106,5.65
24,114,4.59
24,126,3.01
25,19,-2.56
25,72,-8.13
26,19,-4.81
26,35,-5.16
26,72,-0.42
26,89,2.99
26,105,0.0
27,66,4.98
28,128,-2.62
29,19,0.0
29,35,-3.09
29,72,-2.97
29,105,-0.85
30,19,-7.15
30,53,10.0
30,69,10.0
30,72,10.0
30,117,9.59
30,129,10.0
30,134,0.0
31,19,-6.54
31,35,0.0
31,36,-2.8
31,50,3.33
31,56,0.0
31,72,-3.7
31,88,5.53
31,105,1.59
31,119,-1.99
31,121,0.0
31,158,0.0
32,19,8.64
32,50,6.42
32,72,8.92
32,105,-7.11
32,107,-9.07
32,127,14.88
32,129,0.0
33,112,2.64
34,127,0.0
35,19,-4.19
35,35,4.84
35,36,2.52
35,50,6.79
35,53,5.41
35,63,7.07
35,68,6.34
35,69,-2.44
35,72,1.71
35,89,10.0
35,104,10.0
35,105,5.73
35,107,-5.77
35,114,-3.66
35,119,-5.04
35,126,6.14
35,127,5.45
35,129,-10.0
35,158,-7.28
36,19,-4.13
36,29,3.55
36,62,8.33
36,68,0.98
36,72,4.49
36,104,6.57
37,19,-3.7
37,35,-9.55
37,72,3.29
37,104,3.7
37,105,6.24
38,19,3.9
38,35,-3.69
38,72,-5.39
38,107,3.4
38,127,5.46
39,7,-10.0
39,13,-5.77
39,18,-1.3
39,19,3.01
39,23,-10.0
39,25,-2.56
39,28,6.59
39,29,1.34
39,32,3.78
39,35,2.8
39,38,3.17
39,47,2.17
39,48,0.0
39,49,4.39
39,50,2.4
39,53,3.92
39,54,0.0
39,59,-3.41
39,62,2.52
39,63,2.36
39,64,-10.0
39,65,-10.0
39,66,0.61
39,67,10.0
39,68,5.3
39,69,2.15
39,70,-5.73
39,72,5.69
39,74,-11.34
39,75,3.05
39,76,-5.89
39,78,2.97
39,83,-1.1
39,84,1.42
39,89,1.28
39,91,-1.18
39,92,-1.46
39,93,-0.18
39,96,3.21
39,97,1.5
39,103,-1.59
39,104,0.93
39,105,-1.38
39,106,2.7
39,107,4.35
39,108,3.58
39,109,0.85
39,112,1.71
39,114,0.45
39,117,1.3
39,119,-0.37
39,121,-10.0
39,123,3.25
39,124,-2.24
39,125,0.93
39,126,3.05
39,127,2.54
39,129,-5.26
39,132,-3.29
39,134,1.75
39,138,-1.91
39,139,0.0
39,145,0.57
39,146,10.0
39,148,0.43
39,149,3.01
39,150,1.22
39,151,2.97
39,152,5.89
39,153,0.33
39,154,-1.91
39,155,1.75
39,156,1.75
39,157,3.62
39,158,1.06
40,19,1.95
40,32,-2.28
40,35,4.19
40,62,5.53
40,72,4.72
40,89,5.43
40,105,5.04
41,19,2.8
42,19,-6.77
42,72,-6.89
43,19,0.0
43,72,4.17
43,89,-2.74
44,8,3.62
44,19,1.83
44,28,10.0
44,35,-5.57
44,36,-7.03
44,50,3.41
44,53,-5.16
44,72,1.22
44,78,4.88
44,84,9.07
44,91,4.35
44,94,5.89
44,96,4.76
44,105,5.57
44,107,6.42
44,127,4.84
44,135,4.55
44,144,-4.11
44,149,8.66
44,151,-6.34
44,152,2.97
44,153,10.0
44,154,5.16
44,155,4.55
44,156,-5.93
44,157,3.09
44,158,10.0
45,19,0.0
45,72,0.45
46,15,5.75
46,17,0.0
46,18,4.57
46,19,19.49
46,21,0.0
46,24,0.0
46,25,0.0
46,26,0.0
46,28,5.02
46,30,2.91
46,32,0.0
46,34,0.87
46,35,6.97
46,36,4.61
46,37,7.66
46,39,-3.19
46,40,3.96
46,45,4.13
46,46,5.18
46,47,0.0
46,49,5.63
46,50,4.21
46,53,-0.69
46,56,0.0
46,57,0.0
46,59,3.8
46,62,1.69
46,65,-3.96
46,66,4.45
46,68,0.0
46,69,0.0
46,70,1.75
46,71,1.36
46,72,3.19
46,74,1.24
46,77,13.29
46,78,-2.58
46,81,4.78
46,82,0.0
46,83,-3.64
46,84,3.72
46,86,-5.06
46,87,14.47
46,88,7.54
46,89,6.26
46,90,5.59
46,91,0.0
46,92,0.0
46,94,0.0
46,95,4.65
46,96,3.03
46,98,3.01
46,102,6.24
46,103,0.0
46,104,6.0
46,105,7.09
46,106,7.64
46,107,7.91
46,109,3.43
46,110,-6.08
46,112,1.81
46,113,2.78
46,114,9.59
46,115,1.79
46,117,0.0
46,118,8.92
46,119,0.0
46,121,-4.09
46,122,2.26
46,123,0.0
46,125,8.11
46,126,3.07
46,127,1.26
46,128,5.73
46,129,4.63
46,130,7.46
46,132,3.52
46,133,6.81
46,134,0.0
46,135,3.35
46,137,6.57
46,138,0.0
46,139,5.47
46,141,-4.74
46,142,5.98
46,144,0.0
46,145,-2.58
46,146,4.02
46,147,7.01
46,148,6.06
46,149,9.04
46,151,0.0
46,152,0.0
46,153,3.48
46,154,4.49
46,155,5.75
46,156,0.0
46,157,2.7
46,158,2.46
47,19,6.3
47,21,-5.53
47,28,6.38
47,32,9.31
47,35,5.12
47,47,9.15
47,48,5.28
47,49,3.54
47,53,3.5
47,54,-3.09
47,62,2.72
47,68,3.46
47,72,6.18
47,78,6.06
47,84,0.0
47,91,5.37
47,93,5.61
47,96,4.47
47,97,5.73
47,104,4.43
47,105,6.75
47,106,6.83
47,107,5.69
47,108,3.41
47,110,0.0
47,111,10.0
47,114,10.0
47,115,5.49
47,117,5.61
47,118,3.54
47,126,2.85
47,127,4.51
47,129,-1.34
47,134,4.84
47,138,-3.29
47,145,-3.25
47,148,3.74
47,149,2.72
47,150,5.73
47,151,-3.33
47,154,0.0
47,158,-4.92
48,19,0.0
49,19,2.01
50,19,5.08
50,72,3.74
50,105,7.89
51,19,6.74
51,32,6.95
51,72,6.1
52,19,-7.73
52,35,5.74
52,72,5.67
53,8,-6.79
53,13,-9.6
53,19,-7.69
53,35,-8.66
53,36,-7.85
53,38,-6.18
53,46,-9.84
53,50,-6.14
53,53,-9.43
53,60,-7.32
53,72,-4.56
53,81,-5.65
53,105,-6.63
53,107,-8.13
53,127,-6.3
53,132,-4.68
53,155,-5.74
54,19,0.0
54,72,4.8
54,89,4.25
55,19,3.31
55,35,-10.0
55,36,0.0
55,50,0.0
55,62,0.0
55,66,0.0
55,72,0.0
55,105,10.0
55,106,0.0
55,107,0.0
55,114,0.0
55,119,0.0
55,121,0.0
55,127,0.0
55,132,0.0
55,138,9.41
55,147,0.0
55,151,0.0
55,154,3.35
55,155,0.0
55,158,0.0
56,19,-3.11
56,35,-2.42
56,36,0.0
56,50,-2.67
56,56,0.0
56,66,2.73
56,72,-7.27
56,88,-5.28
56,89,-6.71
56,93,2.42
56,105,-6.46
56,107,2.67
56,112,0.0
56,119,2.36
56,121,6.65
56,127,3.98
56,128,-2.67
56,138,1.68
56,152,2.24
57,19,5.22
57,35,-3.15
57,72,7.34
57,105,7.7
57,127,8.52
57,129,-14.19
58,19,-3.66
58,35,2.48
58,72,0.37
58,89,-2.89
58,105,3.29
59,19,-8.19
59,35,-5.67
59,50,8.48
59,72,8.48
59,119,15.93
59,129,-8.19
60,19,-6.2
60,53,14.04
60,72,10.0
61,19,-3.74
61,72,-3.98
62,19,0.0
63,19,-6.22
63,21,-8.78
63,26,4.67
63,29,-9.98
63,35,3.41
63,36,-4.67
63,50,-5.16
63,72,3.94
63,104,2.85
63,105,-4.53
63,107,-5.96
63,127,0.0
63,130,-2.15
63,132,0.0
64,8,-6.59
64,13,-4.96
64,18,-6.59
64,19,0.45
64,21,1.75
64,26,2.2
64,28,-6.73
64,29,4.04
64,32,0.91
64,35,3.31
64,36,7.85
64,37,-3.86
64,50,1.0
64,56,-5.26
64,62,-5.3
64,65,-6.97
64,66,3.27
64,72,3.62
64,81,7.03
64,83,-4.98
64,84,-5.73
64,87,0.0
64,88,0.0
64,89,-1.04
64,95,-8.78
64,98,3.76
64,104,-4.21
64,105,4.74
64,107,4.0
64,112,2.85
64,119,4.41
64,121,2.07
64,125,6.12
64,127,-2.34
64,128,2.5
64,132,-3.7
64,138,4.92
64,151,-5.67
64,152,2.5
64,153,-3.98
64,154,-5.28
64,155,-7.76
64,156,-1.71
64,157,3.29
64,158,-9.8
65,8,0.35
65,19,3.43
65,21,1.16
65,26,0.51
65,28,2.95
65,32,0.69
65,35,0.37
65,36,0.83
65,45,1.65
65,50,-0.73
65,53,-1.1
65,64,-0.14
65,65,1.79
65,66,1.5
65,68,1.5
65,71,-0.59
65,72,6.16
65,78,1.4
65,83,0.28
65,84,4.13
65,87,-0.18
65,88,-0.26
65,89,2.4
65,91,0.45
65,92,2.07
65,96,3.68
65,104,0.91
65,105,0.77
65,106,2.15
65,107,1.42
65,109,0.51
65,119,0.75
65,121,-0.26
65,125,6.99
65,127,0.08
65,132,0.59
65,138,5.51
65,139,0.59
65,145,1.91
65,149,3.31
65,151,0.37
65,152,0.65
65,153,2.17
65,154,-0.71
65,155,0.3
65,156,0.22
65,157,-0.55
65,158,0.02
66,19,5.41
66,28,0.0
66,32,0.0
66,35,1.5
66,36,2.56
66,50,1.91
66,53,0.63
66,56,1.79
66,66,0.93
66,68,1.04
66,72,1.87
66,78,0.0
66,87,0.0
66,88,1.54
66,94,2.32
66,96,0.0
66,104,0.53
66,105,1.16
66,106,1.12
66,107,1.73
66,112,1.26
66,114,1.36
66,119,3.82
66,121,1.42
66,125,-0.77
66,126,2.52
66,127,0.96
66,128,0.0
66,129,0.71
66,132,1.14
66,138,1.46
66,151,0.0
66,152,0.55
66,153,2.8
66,154,0.0
66,157,1.34
67,19,1.39
67,32,0.09
67,35,1.04
67,50,-0.92
67,62,1.16
67,72,3.71
67,89,2.52
67,104,1.69
67,105,0.0
67,127,0.0
68,8,-6.44
68,13,-8.39
68,16,3.56
68,17,-4.8
68,18,-6.59
68,19,6.54
68,21,1.18
68,32,1.36
68,35,-5.22
68,36,-4.23
68,41,-8.8
68,50,-7.42
68,60,-4.49
68,66,-6.28
68,72,5.89
68,78,3.96
68,104,-5.51
68,105,3.43
68,106,-2.99
68,107,-6.04
68,115,-7.07
68,125,-4.78
68,126,-4.84
68,127,-0.79
68,132,-7.52
68,138,7.64
68,149,-4.15
68,151,4.27
68,152,-5.53
68,153,-6.44
68,154,-6.44
68,155,-6.22
68,156,-8.78
68,158,-9.43
69,19,0.0
69,72,2.36
70,19,-9.94
70,21,-9.29
70,35,7.38
70,36,-8.07
70,38,-5.1
70,50,5.55
70,65,-9.41
70,69,-9.86
70,72,5.02
70,96,0.0
70,105,-6.89
70,107,-7.74
70,109,0.0
70,118,8.88
70,119,9.65
70,125,7.58
70,127,9.65
70,128,-8.07
70,129,-9.49
70,132,7.99
70,145,0.0
70,149,4.57
70,151,2.3
70,153,-7.05
71,19,1.76
71,72,5.96
72,19,2.64
72,72,10.0
72,129,10.0
